"Product ID
(Leave blank for New Product)",Product Name,"SKU 
(Do not edit SKU leave blank for adding new product)","Category ID
(Leave Blank if a new Category is added)","Category Name 
(If changing a category of product, make sure the correct Category ID is entered in Column B)",Alias name 1,Alias Name 2 ,Alias Name 3,"UPC 1
(Default)",UPC 2,UPC 3,Retail UPC 1,Retail UPC 2,Brand Name,Bin,Aisle,Zone,Weight,Weight Unit,Other Category IDs,Other Categories ,Status,Tags,"Online 
(Y or N)","Hot Seller
(Y or N)","Featured Product 
(Y or N)","Back Order
(Y or N)","BO Online
(Y or N)
(Cannot be ""Y"" if Back Order is ""N"")","New Arrival
(Y or N)","Base Cost Price
(Default UOM: Piece)","Net Cost Price
(Default UOM: Piece)","Sale Price
(Default UOM: Piece)",Curr. Available Quantity, New Available Quantity ,Image URL 1,Image Url 2,Image url 3 
752,Lost Mary MT35000 Disposable Vape- Berry Burst,1752,3,Disposable Vape Nicotine,,,,53603,,,,,Lost Mary,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,Y,Y,N,43.75,44,50.25,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/f0efad72-9a2b-40e5-af33-2c4799f9bedc,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/8cf6eb17-a621-422f-8dc7-addfdc7dd835,
1117,Kumi 6 Kurve 35K-Sour Watermelon Gummy,2117,3,Disposable Vape Nicotine,,,,13261,,,,,,,,,,2,3,Disposable Vape Nicotine,Active,,Y,N,N,N,N,N,50,50,52,160,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/c22205f7-f127-4a29-b78a-796c1e7d8afa,,
1119,Kumi 6 Kurve 35K-Blue Kiwi Ice,2119,3,Disposable Vape Nicotine,,,,13263,,,,,,,,,,2,3,Disposable Vape Nicotine,Active,,Y,N,N,N,N,N,50,50,52,80,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/406fb371-3f37-4c31-a1f8-3b5cd89cf6ab,,
874,Lost Mary MT35000 Disposable Vape-Mountain Berry,1874,3,Disposable Vape Nicotine,,,,38253,,,,,Lost Mary,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,43.75,44,50.25,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/dd50bd20-0965-4d44-a4dd-5ffd40138a6b,,
999,KadoBar Drip 5% 50k Puffs-Grape Koolaid,1999,3,Disposable Vape Nicotine,,,,11785,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/c5b08864-525e-4de1-b4bc-b997be051bcc,,
886,Geek Bar Pulse X 25K Disposable-GRAPE SLUSH,1886,3,Disposable Vape Nicotine,,,,22371,,,,,GeekBar,,,,,2,3,Disposable Vape Nicotine,Active,,Y,N,N,N,N,N,55,55,63.25,0,,https://khub-app.s3-accelerate.amazonaws.com/media/product/images/product-coming-soon.png,,
1116,Kumi 6 Kurve 35K- Strawberry Cake,2116,3,Disposable Vape Nicotine,,,,12457823,,,,,,,,,,2,3,Disposable Vape Nicotine,Active,,Y,Y,Y,Y,N,N,50,50,52,160,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/5d41285b-7a78-4d3b-93cd-dd43ef8f2afa,,
995,KadoBar Drip 5% 50k Puffs-Blue Razz Ice,1995,3,Disposable Vape Nicotine,,,,11781,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/640141cf-f942-477d-ac8f-8f18db78dad2,,
996,KadoBar Drip 5% 50k Puffs-Bomb Pop,1996,3,Disposable Vape Nicotine,,,,11782,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/c18f5daf-1b38-4e04-bdd8-b25d860db8fc,,
1007,KadoBar Drip 5% 50k Puffs-Triple Mango,2007,3,Disposable Vape Nicotine,,,,117813,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/5ed4b601-19a7-46f1-b9b7-28534a38541b,,
1009,KadoBar Drip 5% 50k Puffs-Wild Cherry Freeze,2009,3,Disposable Vape Nicotine,,,,117815,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/28e53a3e-b66e-4ad6-b7a4-a6e3628f04fc,,
657,Lost Mary MT35000 Disposable Vape-Strawberry Kiwi,1657,3,Disposable Vape Nicotine,,,,60923,,,,,Lost Mary,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,43.75,44,50.25,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/be514b05-924a-4e3b-8cf4-62ccd4bd9e33,,
832,Lost Mary MT35000 Disposable Vape-Strawberry,1832,3,Disposable Vape Nicotine,,,,18452,,,,,Lost Mary,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,43.75,44,50.25,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/aa21933f-909d-47e3-b99d-2209c3337b38,,
873,Lost Mary MT35000 Disposable Vape-Kiwi Passion Fruit,1873,3,Disposable Vape Nicotine,,,,38252,,,,,Lost Mary,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,43.75,44,50.25,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/40d18afc-e698-4a6e-b459-036c04fb409c,,
967,Lost Mary MT35000 Disposable Vape-Blue Razz Lemonade,1967,3,Disposable Vape Nicotine,,,,15262,,,,,Lost Mary,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,43.75,44,50.25,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/e2da0987-6e67-4b14-a052-15f131e43720,,
1044,Kumi Six Scenic Vape MC 50k Puffs-Buns,2044,3,Disposable Vape Nicotine,,,,68978,,,,,Kumi,,,,,2,3,Disposable Vape Nicotine,Active,,Y,N,N,N,N,N,48.75,48.75,58.75,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/17b1ec02-18f6-4aae-b4b5-916568d9b15a,,
864,Suonon Donete 50000-Sour Chill Apple,1864,3,Disposable Vape Nicotine,,,,88419,,,,,Suonon,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,43.75,44,45,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/db3f754a-230d-4ed7-a949-1dadd4dd891b,,
910,Kado Bar 5% Sour and Nic Control 40K Puffs Disposable-Sour Strawberry Raspberry,1910,3,Disposable Vape Nicotine,,,,38114,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,67.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/1573891a-40b2-4cd3-be0a-8b46045cb05e,,
911,Kado Bar 5% Sour and Nic Control 40K Puffs Disposable-Sour Watermelon Gummies,1911,3,Disposable Vape Nicotine,,,,38115,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,67.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/24a14a65-01fd-4926-bf6f-3c33d095e5d1,,
833,Lost Mary MT35000 Disposable Vape-Tiger's Blood,1833,3,Disposable Vape Nicotine,,,,18453,,,,,Lost Mary,,,,,2,3,Disposable Vape Nicotine,Active,,Y,N,N,N,N,N,43.75,44,50.25,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/940f686b-0e42-4f98-9707-6bdbed750a15,,
1080,Meadow 3.5G Disposables 6ct Box HHC Blend - Alaskan Thunderf*ck / Sativa,2080,2,Disposable Delta Vapes,,,,73770,,,,,Meadow,,,,,2,2,Disposable Delta Vapes,Active,,Y,N,N,N,N,N,60,60,70,20,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/e4b6d2be-b5dc-4c2f-8b57-99f513f43f9d,,
977,Doodlez- 40oz Lean (4pk)-Blue Cotton Candy,1977,1,Kratom,,,,46100,,,,,Doodlez,,,,,2,1,Kratom,Active,,Y,Y,N,N,N,Y,16,16,24,84,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/9f4360a0-f8c9-41a3-be42-61fd37b8562e,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/aa87496c-d824-44a6-8cac-b4f1e0107dc8,
994,Kado Bar Drip 5% 50k Disposables 5ct-Blue Rancher,1994,3,Disposable Vape Nicotine,,,,35170,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/bd88e6b3-9e48-48ea-a42a-60ddc0f15f66,,
997,KadoBar Drip 5% 50k Puffs-Cherry Strapple,1997,3,Disposable Vape Nicotine,,,,11783,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/product/images/product-coming-soon.png,,
998,KadoBar Drip 5% 50k Puffs-Double Apple Ice,1998,3,Disposable Vape Nicotine,,,,11784,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/f7a615ad-cf46-4f4f-8979-087faa1c8c17,,
572,Kado Bar NI40000 Ice+Nic Control Disposable Vape 24ml 5%-Grape Ice,1572,3,Disposable Vape Nicotine,,,,39550,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,65,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/4fb225f7-21fb-4400-9ad5-30edc8551c14,,
433,Nexa Ultra 50000 Disposable-Georgia Peach Ice,1433,3,Disposable Vape Nicotine,,,,53466,,,,,Nexa,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,45,45,55,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/4bd26e9d-5c07-47e1-bfb5-db267e07ff4e,,
1071,Meadow 3.5G Disposables 6ct Box HHC Blend - Green Crack / Sativa,2071,2,Disposable Delta Vapes,,,,85101,,,,,Meadow,,,,,2,2,Disposable Delta Vapes,Active,,Y,N,N,N,N,N,60,60,70,20,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/ac5c376b-1a3f-4004-9dac-165dffa4dbb1,,
1050,Kumi Six Scenic Vape MC 50k Puffs-Baja Blue,2050,3,Disposable Vape Nicotine,,,,689714,,,,,Kumi,,,,,2,3,Disposable Vape Nicotine,Active,,Y,N,N,N,N,N,48.75,48.75,58.75,25,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/f0a9a273-3172-4d8f-9436-a672ac1bb62e,,
980,Doodlez- 40oz Lean (4pk)-Watermelon Slush,1980,1,Kratom,,,,43863,,,,,Doodlez,,,,,2,1,Kratom,Active,,Y,Y,N,N,N,N,16,16,24,84,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/23cfb93a-0daf-4a84-959e-21b7f00403b3,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/9d322ca8-0b28-4ece-a4ef-256c4024e2ab,
1072,Meadow 3.5G Disposables 6ct Box HHC Blend - Sour Diesel / Hybrid,2072,2,Disposable Delta Vapes,,,,85102,,,,,Meadow,,,,,2,2,Disposable Delta Vapes,Active,,Y,N,N,N,N,N,60,60,70,20,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/d70375ae-6846-4d7f-a2e4-52e687ab0dd1,,
1001,KadoBar Drip 5% 50k Puffs-Matcha Latte,2001,3,Disposable Vape Nicotine,,,,11787,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/dbbc9efb-4b3b-4556-bfff-f67e1c510da7,,
1000,KadoBar Drip 5% 50k Puffs-Lemon Blast,2000,3,Disposable Vape Nicotine,,,,11786,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/bf49dc8b-27d1-4359-bb8b-0d5655e6e34e,,
1003,KadoBar Drip 5% 50k Puffs-Simply Mint,2003,3,Disposable Vape Nicotine,,,,11789,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/508f1fac-7306-4ecf-a3b7-cc1cbb84f2ec,,
1073,Meadow 3.5G Disposables 6ct Box HHC Blend - Girl Scout Cookies / Hybrid,2073,2,Disposable Delta Vapes,,,,85103,,,,,Meadow,,,,,2,2,Disposable Delta Vapes,Active,,Y,N,N,N,N,N,60,60,70,20,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/43925ff8-0d58-4d17-a36f-d5ec1d266f9f,,
924,RAZ LTX 25000-Black Cherry Peach,1924,3,Disposable Vape Nicotine,,,,94922,,,,,RAZ,,,,,2,3,Disposable Vape Nicotine,Active,,Y,N,N,N,N,N,50,50,68.75,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/cf554416-ee3f-45bd-83f8-baba163a57cc,,
1076,Meadow 3.5G Disposables 6ct Box HHC Blend - Blueberry OG / Indica,2076,2,Disposable Delta Vapes,,,,85106,,,,,Meadow,,,,,2,2,Disposable Delta Vapes,Active,,Y,N,N,N,N,N,60,60,70,20,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/ae31e147-8d10-471c-b796-1a5988180469,,
978,Doodlez- 40oz Lean (4pk)-Cherry Limeade,1978,1,Kratom,,,,43861,,,,,Doodlez,,,,,2,1,Kratom,Active,,Y,Y,N,N,N,N,16,16,24,84,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/098690ff-7b14-4086-aaec-f7d1295eaea0,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/a947b9b2-9b6c-4f3e-8b3b-7774dfd84f53,
1075,Meadow 3.5G Disposables 6ct Box HHC Blend - Strawberry Cough / Sativa,2075,2,Disposable Delta Vapes,,,,85105,,,,,Meadow,,,,,2,2,Disposable Delta Vapes,Active,,Y,N,N,N,N,N,60,60,70,20,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/6ea47453-bb7b-436b-a3c3-fcde23498047,,
1023,Lil MF Mushroom Tablets 2000mg | 1 ct | 25Pk Display -Sour Apple,2023,5,Mushrooms and Edibles,,,,51372,,,,,Lil MF,,,,,2,5,Mushrooms and Edibles,Active,,Y,N,N,N,N,N,50,50,75,30,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/29312819-fd85-4f13-a1e3-5b610adef58c,,
1004,KadoBar Drip 5% 50k Puffs-Strawberry Colada,2004,3,Disposable Vape Nicotine,,,,117810,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/64d35dd9-1b8b-4267-a6f8-d191c4027456,,
1005,KadoBar Drip 5% 50k Puffs-Strawberry Jelly,2005,3,Disposable Vape Nicotine,,,,117811,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/48afe5e8-98a8-4211-a107-5f507ad1ca94,,
1006,KadoBar Drip 5% 50k Puffs-Strawberry Kiwi,2006,3,Disposable Vape Nicotine,,,,117812,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,64.95,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/de15ba77-9962-4e9f-a49f-4b7ac67c5852,,
1074,Meadow 3.5G Disposables 6ct Box HHC Blend - Strawnana / Indica,2074,2,Disposable Delta Vapes,,,,85104,,,,,Meadow,,,,,2,2,Disposable Delta Vapes,Active,,Y,N,N,N,N,N,60,60,70,20,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/5292e4ca-56bb-489d-957c-aa0715a755c9,,
1018,Kadobar 5% Jam Edn Nic + Ice Control 40k Puffs Disposable 5ct-Peach Jam,2018,3,Disposable Vape Nicotine,,,,4633,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,63.75,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/0257cbd7-fbba-4b48-ad2c-902cd1a48b8c,,
1019,Kadobar 5% Jam Edn Nic + Ice Control 40k Puffs Disposable 5ct-Strawberry Orange Freeze,2019,3,Disposable Vape Nicotine,,,,4634,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,63.75,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/689509bd-a8af-4a00-abb1-34d46f24e8a7,,
823,Modus x Kado Bar KB10000-Chilled Kiwi Berry,1823,3,Disposable Vape Nicotine,,,,22751,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,20,20,30,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/4270a316-c69c-40ae-8e0f-855ef76c5260,,
1079,Meadow 3.5G Disposables 6ct Box HHC Blend - Grandaddy Purple / Indica,2079,2,Disposable Delta Vapes,,,,85109,,,,,Meadow,,,,,2,2,Disposable Delta Vapes,Active,,Y,N,N,N,N,N,60,60,70,20,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/a61a7042-b0d5-4751-82a9-2c2e389a6356,,
1078,Meadow 3.5G Disposables 6ct Box HHC Blend - Red Cherry Gelato / Sativa,2078,2,Disposable Delta Vapes,,,,85108,,,,,Meadow,,,,,2,2,Disposable Delta Vapes,Active,,Y,N,N,N,N,N,60,60,70,20,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/bd041b38-5792-4022-a692-a286800555ba,,
825,Modus x Kado Bar KB10000-Hawaiian POG,1825,3,Disposable Vape Nicotine,,,,22753,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,20,20,30,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/75d89897-7d1d-41cf-af8d-5deda514e4c0,,
972,Molly Euphoric Tablets | 2ct-Very Berry,1972,5,Mushrooms and Edibles,,,,45992,,,,,,,,,,2,5,Mushrooms and Edibles,Active,,N,N,N,N,N,N,110,110,150,30,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/54cf330b-6133-4ae5-aa2e-6ce4c0a1fc7e,,
511,Purple Enhance Microdose Mushroom Gummies | 3000Mg-Watermelon (New Version) | 5 CT,1511,5,Mushrooms and Edibles,,,,24673,,,,,Purple,,,,,2,5,Mushrooms and Edibles,Active,,N,N,N,N,N,N,45,45,49,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/12374f61-6861-44b7-b551-be54b9008813,,
1056,Kumi Scenic 50k Puffs-Cool Mint,2056,3,Disposable Vape Nicotine,,,,79285,,,,,Kumi,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,47.5,47.5,57.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/f81c5eea-28ce-4546-8a5f-0dbef343526f,,
1021,Lil MF Mushroom Tablets 2000mg | 1 ct | 25Pk Display -Blue Razz,2021,5,Mushrooms and Edibles,,,,36000,,,,,Lil MF,,,,,2,5,Mushrooms and Edibles,Active,,Y,N,N,N,N,Y,50,50,75,30,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/b88f02f8-3f51-4830-83d4-f660e6274323,,
1051,Kumi Scenic 50k Puffs-Vanilla Cola,2051,3,Disposable Vape Nicotine,,,,41000,,,,,Kumi,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,47.5,47.5,57.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/d7443ac1-af14-4546-8b65-c4ba008194de,,
909,Kado Bar 5% Sour and Nic Control 40K Puffs Disposable-Sour Pineapple Lime Baja,1909,3,Disposable Vape Nicotine,,,,38113,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,67.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/2afe9941-39be-46c9-8fbf-d7dd3c824bf1,,
1022,Lil MF Mushroom Tablets 2000mg | 1 ct | 25Pk Display -Fruit Punch,2022,5,Mushrooms and Edibles,,,,51371,,,,,Lil MF,,,,,2,5,Mushrooms and Edibles,Active,,Y,N,N,N,N,N,50,50,75,30,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/41e81790-6a3c-4483-afeb-0da11426b96e,,
876,Crossbar 20k-Butterscotch,1876,3,Disposable Vape Nicotine,,,,34071,,,,,Crossbar,,,,,2,3,Disposable Vape Nicotine,Active,,Y,Y,N,N,N,Y,42.5,42.5,50,3,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/47e9e05a-8378-45f7-8645-57074db5e107,,
878,Crossbar 20k-Raspberry Wafer,1878,3,Disposable Vape Nicotine,,,,34073,,,,,Crossbar,,,,,2,3,Disposable Vape Nicotine,Active,,Y,N,N,N,N,N,42.5,42.5,50,8,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/4df89174-fac7-4862-85d8-fbe64b966f28,,
1055,Kumi Scenic 50k Puffs-Baja Blue,2055,3,Disposable Vape Nicotine,,,,79284,,,,,Kumi,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,47.5,47.5,57.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/99cc08a8-562c-4521-8607-15098831d35f,,
907,Kado Bar 5% Sour and Nic Control 40K Puffs Disposable-Sour Apple Hard Candy,1907,3,Disposable Vape Nicotine,,,,38111,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,67.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/1ef3890f-4eac-4ddd-aac4-eb109dca2e61,,
908,Kado Bar 5% Sour and Nic Control 40K Puffs Disposable-Sour Fcuking Fab,1908,3,Disposable Vape Nicotine,,,,38112,,,,,Kado Bar,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,55,55,67.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/9a001d54-ed89-49f8-bde7-0270fa664b17,,
1025,Lil MF Mushroom Tablets 8000mg  | Hero Dose | 4ct | 10pk Display-Fruit Punch,2025,5,Mushrooms and Edibles,,,,77041,,,,,,,,,,2,5,Mushrooms and Edibles,Active,,Y,N,N,N,N,N,80,80,120,30,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/d582074b-a5cf-42d9-aa5b-bcd1ee3ba63f,,
1024,Lil MF Mushroom Tablets 8000mg  | Hero Dose | 4ct | 10pk Display,2024,5,Mushrooms and Edibles,,,,36100,,,,,,,,,,2,5,Mushrooms and Edibles,Active,,Y,N,N,N,N,Y,80,80,120,30,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/3a8e71b3-90cb-4dfb-bca3-9a1d59ec090c,,
1026,Lil MF Mushroom Tablets 8000mg  | Hero Dose | 4ct | 10pk Display-Sour Apple,2026,5,Mushrooms and Edibles,,,,77042,,,,,,,,,,2,5,Mushrooms and Edibles,Active,,Y,N,N,N,N,N,80,80,120,30,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/e19724c0-f55d-4e02-ba82-b3dbfe463972,,
1027,Lil MF Mushroom Tablets 8000mg  | Hero Dose | 4ct | 10pk Display-Wild Grape,2027,5,Mushrooms and Edibles,,,,77043,,,,,,,,,,2,5,Mushrooms and Edibles,Active,,Y,N,N,N,N,N,80,80,120,30,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/a91922a2-c6ef-41b4-ab44-079c08684a9d,,
656,Lost Mary MT35000 Disposable Vape-Pineapple Lime,1656,3,Disposable Vape Nicotine,,,,60922,,,,,Lost Mary,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,43.75,44,50.25,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/44f43052-75c4-47a9-9edc-9a9d9d040d82,,
1052,Kumi Scenic 50k Puffs-Sour Rocket Pop,2052,3,Disposable Vape Nicotine,,,,79281,,,,,Kumi,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,47.5,47.5,57.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/5f4c24b3-b285-4703-a1d9-3718a266723f,,
810,Adjust MyFlavor 40000 Disposable-BLACK RAZZ BAJA,1810,3,Disposable Vape Nicotine,,,,29590,,,,,ADJUST MYFLAVOR,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,44,44,45,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/cae1e504-47fa-40bc-a1ec-fe3255910e78,,
811,Adjust MyFlavor 40000 Disposable-RASPBERRY,1811,3,Disposable Vape Nicotine,,,,29591,,,,,ADJUST MYFLAVOR,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,44,44,45,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/ffc5b25d-ff37-4a79-8e4f-02b693cf903c,,
1053,Kumi Scenic 50k Puffs-Jammy Blue,2053,3,Disposable Vape Nicotine,,,,79282,,,,,Kumi,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,47.5,47.5,57.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/c2cfbbb4-1c0f-4179-8362-3ae9ff69834d,,
220,Geekbar Pulse X Disposables-Watermelon Ice,1220,3,Disposable Vape Nicotine,,,,98228,,,,,GeekBar,,,,,2,3,Disposable Vape Nicotine,Active,,Y,N,N,N,N,N,55,55,63.25,7,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/5b44183c-0517-490e-beaa-74c0f2d035ed,,
949,Mind Melt 2ct Mushroom Tablets-Mango Sunrise,1949,5,Mushrooms and Edibles,,,,60171,,,,,Mind Melt,,,,,2,5,Mushrooms and Edibles,Active,,Y,Y,Y,N,N,Y,60,60,80,3,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/dd10cba1-15d5-4652-bdf4-f91ae718baeb,,
1054,Kumi Scenic 50k Puffs-Strawberry Watermelon,2054,3,Disposable Vape Nicotine,,,,79283,,,,,Kumi,,,,,2,3,Disposable Vape Nicotine,Active,,N,N,N,N,N,N,47.5,47.5,57.5,0,,https://khub-app.s3-accelerate.amazonaws.com/media/prod/67/product/images/185b9bc7-5660-4758-a3a9-ae56b4397efb,,
